Date,Time,Carrier,X_Pos,Y_Pos,Data1,Data2,H_Avg,I_Avg,J_L,K_a,L_b,M_L,N_a,O_b
2020-11-20,23:00:06,7,1320,590,6,0,4.966,0.9479,24.22,1.73,-3.4,98.29,-0.25,0.57
2020-11-20,23:00:15,7,1320,1010,10,0,4.9453,0.9478,24.24,1.62,-2.92,98.28,-0.24,0.5
2020-11-20,23:00:20,7,1320,1205,12,2,4.9767,0.9475,24.24,1.77,-3.52,98.28,-0.25,0.58
2020-11-20,23:01:27,13,1320,165,2,0,4.9774,0.948,24.23,1.8,-3.79,98.3,-0.25,0.61
2020-11-20,23:01:37,13,1320,590,6,0,4.97,0.9479,24.24,1.76,-3.49,98.29,-0.25,0.58
2020-11-20,23:01:46,13,1320,1010,10,0,4.966,0.9477,24.24,1.73,-3.12,98.28,-0.24,0.52
2020-11-20,23:01:50,13,1320,1205,12,2,4.9882,0.9475,24.21,1.88,-3.7,98.28,-0.25,0.59
2020-11-20,23:02:56,35,1320,165,2,0,4.9779,0.948,24.22,1.75,-3.74,98.3,-0.24,0.59
2020-11-20,23:03:05,35,1320,590,6,0,4.969,0.9479,24.23,1.73,-3.51,98.29,-0.25,0.57
2020-11-20,23:03:14,35,1320,1010,10,0,4.9581,0.9479,24.23,1.68,-3.12,98.28,-0.24,0.51
2020-11-20,23:03:18,35,1320,1205,12,2,4.9886,0.9475,24.25,1.81,-3.69,98.27,-0.25,0.59
2020-11-20,23:04:26,32,1320,165,2,0,4.9734,0.948,24.26,1.69,-3.64,98.29,-0.24,0.59
2020-11-20,23:04:35,32,1320,590,6,0,4.9535,0.9481,24.2,1.75,-3.5,98.29,-0.25,0.57
2020-11-20,23:04:44,32,1320,1010,10,0,4.9619,0.9478,24.23,1.69,-3.06,98.28,-0.24,0.5
2020-11-20,23:04:49,32,1320,1205,12,2,4.992,0.9476,24.23,1.84,-3.61,98.28,-0.26,0.57
2020-11-20,23:05:56,31,1320,165,2,0,4.9921,0.9478,24.27,1.78,-3.85,98.29,-0.25,0.63
2020-11-20,23:06:05,31,1320,590,6,0,4.9753,0.9477,24.21,1.82,-3.69,98.29,-0.26,0.62
2020-11-20,23:06:14,31,1320,1010,10,0,4.9568,0.9476,24.21,1.75,-3.25,98.28,-0.25,0.56
2020-11-20,23:06:18,31,1320,1205,12,2,4.9892,0.9474,24.24,1.85,-3.76,98.28,-0.26,0.62
2020-11-20,23:07:26,43,1320,165,2,0,4.9691,0.9481,24.23,1.74,-3.54,98.3,-0.25,0.57
2020-11-20,23:07:35,43,1320,590,6,0,4.9842,0.9478,24.22,1.78,-3.37,98.29,-0.25,0.56
2020-11-20,23:07:44,43,1320,1010,10,0,4.9686,0.9477,24.25,1.71,-2.98,98.28,-0.25,0.52
2020-11-20,23:07:48,43,1320,1205,12,2,4.9866,0.9475,24.24,1.81,-3.51,98.28,-0.27,0.59
2020-11-20,23:08:55,8,1320,165,2,0,4.9927,0.9478,24.25,1.71,-3.7,98.29,-0.24,0.59
2020-11-20,23:09:04,8,1320,590,6,0,4.9751,0.9479,24.21,1.74,-3.54,98.29,-0.24,0.57
2020-11-20,23:09:13,8,1320,1010,10,0,4.975,0.9478,24.23,1.7,-3.15,98.28,-0.24,0.51
2020-11-20,23:09:18,8,1320,1205,12,2,5.0042,0.9474,24.24,1.81,-3.67,98.28,-0.25,0.58
2020-11-20,23:10:25,37,1320,165,2,0,4.9764,0.9479,24.23,1.74,-3.62,98.29,-0.25,0.59
2020-11-20,23:10:34,37,1320,590,6,0,4.974,0.9479,24.24,1.7,-3.36,98.29,-0.25,0.57
2020-11-20,23:10:42,37,1320,1010,10,0,4.941,0.948,24.26,1.61,-2.92,98.28,-0.23,0.5
2020-11-20,23:10:47,37,1320,1205,12,2,4.9618,0.9477,24.25,1.74,-3.5,98.28,-0.26,0.59
2020-11-20,23:11:55,10,1320,165,2,0,4.9686,0.948,24.22,1.74,-3.62,98.3,-0.25,0.6
2020-11-20,23:12:04,10,1320,590,6,0,4.9666,0.948,24.21,1.76,-3.44,98.29,-0.26,0.58
2020-11-20,23:12:13,10,1320,1010,10,0,4.9602,0.9477,24.22,1.69,-3.03,98.28,-0.25,0.53
2020-11-20,23:12:17,10,1320,1205,12,2,4.9798,0.9475,24.2,1.84,-3.59,98.28,-0.26,0.6
2020-11-20,23:13:25,2,1320,165,2,0,4.9826,0.9479,24.24,1.74,-3.7,98.3,-0.25,0.6
2020-11-20,23:13:34,2,1320,590,6,0,4.9604,0.9479,24.2,1.77,-3.52,98.29,-0.25,0.58
2020-11-20,23:13:43,2,1320,1010,10,0,4.9724,0.9476,24.23,1.76,-3.18,98.28,-0.24,0.53
2020-11-20,23:13:47,2,1320,1205,12,2,5,0.9473,24.24,1.86,-3.72,98.28,-0.26,0.6
2020-11-20,23:14:54,63,1320,165,2,0,4.9789,0.9479,24.24,1.71,-3.44,98.29,-0.24,0.55
2020-11-20,23:15:03,63,1320,590,6,0,4.9652,0.9479,24.21,1.72,-3.27,98.29,-0.25,0.54
2020-11-20,23:15:11,63,1320,1010,10,0,4.9627,0.9479,24.26,1.66,-2.86,98.28,-0.23,0.48
2020-11-20,23:15:16,63,1320,1205,12,2,4.9734,0.9477,24.24,1.75,-3.36,98.28,-0.24,0.54
2020-11-20,23:16:23,3,1320,165,2,0,4.9781,0.9478,24.25,1.7,-3.5,98.29,-0.24,0.57
2020-11-20,23:16:32,3,1320,590,6,0,4.9873,0.9478,24.24,1.72,-3.33,98.29,-0.24,0.55
2020-11-20,23:16:41,3,1320,1010,10,0,4.9721,0.9476,24.24,1.67,-2.97,98.28,-0.24,0.52
2020-11-20,23:16:45,3,1320,1205,12,2,5.003,0.9473,24.24,1.82,-3.51,98.28,-0.25,0.58
2020-11-20,23:17:53,12,1320,165,2,0,4.9562,0.9482,24.21,1.71,-3.37,98.3,-0.24,0.54
2020-11-20,23:18:02,12,1320,590,6,0,4.9617,0.9481,24.25,1.66,-3.09,98.29,-0.24,0.51
2020-11-20,23:18:11,12,1320,1010,10,0,4.9571,0.9479,24.26,1.63,-2.77,98.28,-0.23,0.47
2020-11-20,23:18:16,12,1320,1205,12,2,4.9826,0.9477,24.24,1.76,-3.32,98.28,-0.25,0.54
2020-11-20,23:19:23,33,1320,165,2,0,4.9874,0.9478,24.24,1.7,-3.47,98.29,-0.25,0.57
2020-11-20,23:19:32,33,1320,590,6,0,4.9683,0.9479,24.21,1.69,-3.27,98.29,-0.25,0.55
2020-11-20,23:19:41,33,1320,1010,10,0,4.948,0.9478,24.23,1.61,-2.82,98.28,-0.23,0.49
2020-11-20,23:19:45,33,1320,1205,12,2,4.9742,0.9476,24.21,1.75,-3.37,98.28,-0.25,0.55
2020-11-20,23:20:53,19,1320,165,2,0,4.9561,0.9482,24.21,1.73,-3.53,98.3,-0.24,0.58
2020-11-20,23:21:01,19,1320,590,6,0,4.9595,0.9479,24.22,1.7,-3.24,98.29,-0.25,0.55
2020-11-20,23:21:10,19,1320,1010,10,0,4.9585,0.9478,24.25,1.68,-2.94,98.28,-0.24,0.51
2020-11-20,23:21:15,19,1320,1205,12,2,4.965,0.9478,24.22,1.77,-3.46,98.28,-0.26,0.57
2020-11-20,23:22:23,14,1320,165,2,0,4.9665,0.948,24.24,1.68,-3.56,98.29,-0.24,0.59
2020-11-20,23:22:31,14,1320,590,6,0,4.9781,0.9477,24.24,1.73,-3.45,98.29,-0.25,0.57
2020-11-20,23:22:40,14,1320,1010,10,0,4.9665,0.9477,24.25,1.67,-3,98.28,-0.24,0.51
2020-11-20,23:22:45,14,1320,1205,12,2,4.9967,0.9474,24.24,1.81,-3.56,98.28,-0.25,0.58
2020-11-20,23:23:52,40,1320,165,2,0,4.9577,0.9481,24.21,1.74,-3.41,98.3,-0.24,0.56
2020-11-20,23:24:01,40,1320,590,6,0,4.9625,0.948,24.22,1.7,-3.16,98.29,-0.25,0.54
2020-11-20,23:24:10,40,1320,1010,10,0,4.9499,0.9479,24.26,1.59,-2.69,98.28,-0.23,0.48
2020-11-20,23:24:14,40,1320,1205,12,2,4.9646,0.9477,24.2,1.75,-3.25,98.28,-0.25,0.56
2020-11-20,23:25:21,27,1320,165,2,0,4.9612,0.9481,24.21,1.72,-3.54,98.3,-0.24,0.57
2020-11-20,23:25:30,27,1320,590,6,0,4.9712,0.9479,24.23,1.73,-3.35,98.29,-0.24,0.55
2020-11-20,23:25:39,27,1320,1010,10,0,4.9543,0.948,24.25,1.63,-2.9,98.28,-0.23,0.48
2020-11-20,23:25:44,27,1320,1205,12,2,4.9755,0.9476,24.24,1.76,-3.43,98.28,-0.25,0.56
2020-11-20,23:26:51,26,1320,165,2,0,4.9716,0.948,24.21,1.76,-3.58,98.3,-0.24,0.58
2020-11-20,23:27:00,26,1320,590,6,0,4.9711,0.948,24.22,1.72,-3.33,98.29,-0.25,0.55
2020-11-20,23:27:09,26,1320,1010,10,0,4.9515,0.9479,24.23,1.66,-2.91,98.28,-0.23,0.5
2020-11-20,23:27:13,26,1320,1205,12,2,4.988,0.9474,24.23,1.78,-3.43,98.27,-0.25,0.56
2020-11-20,23:28:21,18,1320,165,2,0,4.9699,0.948,24.25,1.7,-3.55,98.3,-0.25,0.58
2020-11-20,23:28:30,18,1320,590,6,0,4.9595,0.948,24.19,1.75,-3.44,98.29,-0.25,0.56
2020-11-20,23:28:39,18,1320,1010,10,0,4.9527,0.9479,24.25,1.65,-2.97,98.28,-0.24,0.5
2020-11-20,23:28:44,18,1320,1205,12,2,4.9777,0.9474,24.23,1.78,-3.51,98.27,-0.26,0.59
2020-11-20,23:29:50,7,1320,165,2,0,4.9647,0.948,24.23,1.71,-3.58,98.29,-0.24,0.58
2020-11-20,23:29:59,7,1320,590,6,0,4.9673,0.948,24.25,1.7,-3.36,98.29,-0.24,0.55
2020-11-20,23:30:08,7,1320,1010,10,0,4.95,0.9478,24.24,1.66,-2.95,98.28,-0.24,0.51
2020-11-20,23:30:13,7,1320,1205,12,2,4.9672,0.9476,24.2,1.79,-3.51,98.28,-0.25,0.58
2020-11-20,23:31:21,13,1320,165,2,0,4.9838,0.9478,24.23,1.78,-3.74,98.29,-0.26,0.62
2020-11-20,23:31:30,13,1320,590,6,0,4.9776,0.9478,24.21,1.78,-3.52,98.29,-0.25,0.58
2020-11-20,23:31:39,13,1320,1010,10,0,4.9621,0.9478,24.22,1.7,-3.09,98.29,-0.24,0.51
2020-11-20,23:31:43,13,1320,1205,12,2,4.9961,0.9475,24.24,1.82,-3.6,98.28,-0.26,0.59
2020-11-20,23:32:50,35,1320,165,2,0,4.9896,0.9478,24.26,1.68,-3.66,98.29,-0.24,0.59
2020-11-20,23:32:59,35,1320,590,6,0,4.9657,0.948,24.22,1.69,-3.47,98.29,-0.25,0.58
2020-11-20,23:33:08,35,1320,1010,10,0,4.962,0.9478,24.22,1.66,-3.11,98.28,-0.24,0.52
2020-11-20,23:33:13,35,1320,1205,12,2,4.9928,0.9475,24.24,1.75,-3.59,98.28,-0.25,0.58
2020-11-20,23:37:19,43,1320,165,2,0,4.9717,0.9479,24.24,1.65,-3.32,98.29,-0.24,0.55
2020-11-20,23:37:28,43,1320,590,6,0,4.9663,0.9481,24.22,1.66,-3.15,98.3,-0.24,0.51
2020-11-20,23:37:37,43,1320,1010,10,0,4.95,0.9479,24.25,1.59,-2.79,98.28,-0.23,0.47
2020-11-20,23:37:41,43,1320,1205,12,2,4.9689,0.9477,24.22,1.7,-3.28,98.28,-0.24,0.54
2020-11-20,23:38:49,8,1320,165,2,0,4.9816,0.9479,24.24,1.72,-3.78,98.29,-0.25,0.62
2020-11-20,23:38:57,8,1320,590,6,0,4.9766,0.9478,24.22,1.75,-3.54,98.29,-0.25,0.59
2020-11-20,23:39:06,8,1320,1010,10,0,4.9651,0.9477,24.22,1.72,-3.21,98.28,-0.25,0.55
2020-11-20,23:39:11,8,1320,1205,12,2,4.997,0.9472,24.22,1.84,-3.71,98.27,-0.26,0.61
2020-11-20,23:40:19,37,1320,165,2,0,4.9803,0.9481,24.24,1.74,-3.55,98.3,-0.25,0.56
2020-11-20,23:40:28,37,1320,590,6,0,4.9611,0.9482,24.21,1.72,-3.34,98.3,-0.24,0.53
2020-11-20,23:40:37,37,1320,1010,10,0,4.9303,0.9483,24.22,1.65,-2.95,98.29,-0.22,0.47
2020-11-20,23:40:41,37,1320,1205,12,2,4.9665,0.9478,24.24,1.77,-3.51,98.28,-0.24,0.56
2020-11-20,23:41:48,10,1320,165,2,0,4.9668,0.9481,24.24,1.71,-3.56,98.3,-0.25,0.59
2020-11-20,23:41:57,10,1320,590,6,0,4.9599,0.9481,24.21,1.73,-3.42,98.3,-0.25,0.56
2020-11-20,23:42:06,10,1320,1010,10,0,4.9408,0.948,24.22,1.66,-3.01,98.28,-0.24,0.51
2020-11-20,23:42:11,10,1320,1205,12,2,4.9733,0.9476,24.22,1.78,-3.54,98.28,-0.26,0.6
2020-11-20,23:43:18,2,1320,165,2,0,4.9882,0.9479,24.26,1.75,-3.74,98.3,-0.25,0.61
2020-11-20,23:43:27,2,1320,590,6,0,4.9724,0.9481,24.22,1.79,-3.6,98.3,-0.25,0.57
2020-11-20,23:43:36,2,1320,1010,10,0,4.9648,0.9478,24.25,1.71,-3.18,98.28,-0.24,0.52
2020-11-20,23:43:40,2,1320,1205,12,2,4.9884,0.9476,24.24,1.84,-3.74,98.28,-0.26,0.59
2020-11-20,23:44:47,63,1320,165,2,0,4.9784,0.948,24.24,1.74,-3.58,98.3,-0.25,0.59
2020-11-20,23:44:57,63,1320,590,6,0,4.974,0.9478,24.22,1.75,-3.37,98.29,-0.25,0.56
2020-11-20,23:45:05,63,1320,1010,10,0,4.9548,0.9478,24.23,1.69,-2.99,98.28,-0.24,0.51
2020-11-20,23:45:10,63,1320,1205,12,2,4.9597,0.9478,24.2,1.79,-3.54,98.28,-0.25,0.58
2020-11-20,23:46:16,3,1320,165,2,0,4.9802,0.948,24.23,1.74,-3.58,98.3,-0.26,0.59
2020-11-20,23:46:25,3,1320,590,6,0,4.974,0.9479,24.22,1.74,-3.33,98.3,-0.25,0.54
2020-11-20,23:46:34,3,1320,1010,10,0,4.9577,0.9479,24.22,1.67,-2.96,98.28,-0.24,0.5
2020-11-20,23:46:39,3,1320,1205,12,2,4.9819,0.9476,24.2,1.8,-3.5,98.29,-0.26,0.57
2020-11-20,23:47:47,12,1320,165,2,0,4.9567,0.9481,24.23,1.69,-3.43,98.29,-0.24,0.57
2020-11-20,23:47:56,12,1320,590,6,0,4.9755,0.9479,24.23,1.73,-3.29,98.29,-0.26,0.56
2020-11-20,23:48:05,12,1320,1010,10,0,4.9563,0.9477,24.23,1.65,-2.89,98.28,-0.24,0.5
2020-11-20,23:48:10,12,1320,1205,12,2,4.9852,0.9475,24.23,1.78,-3.41,98.28,-0.26,0.58
2020-11-20,23:49:16,33,1320,165,2,0,4.9744,0.948,24.24,1.73,-3.64,98.3,-0.24,0.59
2020-11-20,23:49:25,33,1320,590,6,0,4.968,0.948,24.23,1.75,-3.44,98.29,-0.25,0.56
2020-11-20,23:49:34,33,1320,1010,10,0,4.9562,0.9478,24.23,1.69,-3.04,98.28,-0.25,0.51
2020-11-20,23:49:39,33,1320,1205,12,2,4.9773,0.9475,24.21,1.81,-3.58,98.28,-0.26,0.6
2020-11-20,23:50:46,19,1320,165,2,0,4.9394,0.9483,24.22,1.65,-3.51,98.3,-0.23,0.57
2020-11-20,23:50:55,19,1320,590,6,0,4.9687,0.948,24.23,1.73,-3.38,98.29,-0.24,0.55
2020-11-20,23:51:04,19,1320,1010,10,0,4.9535,0.9479,24.24,1.66,-2.99,98.28,-0.23,0.48
2020-11-20,23:51:09,19,1320,1205,12,2,4.965,0.9477,24.23,1.77,-3.52,98.28,-0.25,0.58
2020-11-20,23:52:16,14,1320,165,2,0,4.9551,0.9482,24.23,1.71,-3.67,98.3,-0.24,0.59
2020-11-20,23:52:25,14,1320,590,6,0,4.9721,0.9479,24.23,1.77,-3.56,98.29,-0.25,0.58
2020-11-20,23:52:34,14,1320,1010,10,0,4.944,0.948,24.2,1.7,-3.16,98.29,-0.24,0.51
2020-11-20,23:52:38,14,1320,1205,12,2,4.9767,0.9477,24.22,1.83,-3.73,98.28,-0.25,0.58
2020-11-20,23:53:45,40,1320,165,2,0,4.9512,0.9482,24.22,1.65,-3.34,98.29,-0.23,0.54
2020-11-20,23:53:54,40,1320,590,6,0,4.958,0.948,24.23,1.65,-3.11,98.29,-0.23,0.52
2020-11-20,23:54:03,40,1320,1010,10,0,4.9439,0.9478,24.24,1.58,-2.69,98.28,-0.23,0.49
2020-11-20,23:54:08,40,1320,1205,12,2,4.9673,0.9476,24.22,1.72,-3.26,98.28,-0.25,0.56
2020-11-20,23:55:15,27,1320,165,2,0,4.9675,0.948,24.23,1.75,-3.66,98.29,-0.25,0.59
2020-11-20,23:55:25,27,1320,590,6,0,4.9655,0.9479,24.21,1.76,-3.43,98.29,-0.25,0.57
2020-11-20,23:55:33,27,1320,1010,10,0,4.9486,0.9478,24.23,1.66,-3,98.28,-0.23,0.51
2020-11-20,23:55:38,27,1320,1205,12,2,4.9782,0.9474,24.26,1.79,-3.55,98.27,-0.26,0.59
2020-11-20,23:56:45,26,1320,165,2,0,4.9616,0.9481,24.22,1.67,-3.46,98.3,-0.24,0.57
2020-11-20,23:56:54,26,1320,590,6,0,4.9501,0.9481,24.22,1.63,-3.2,98.29,-0.24,0.53
2020-11-20,23:57:03,26,1320,1010,10,0,4.9534,0.9479,24.23,1.63,-2.9,98.28,-0.23,0.48
2020-11-20,23:57:07,26,1320,1205,12,2,4.9921,0.9474,24.25,1.73,-3.35,98.28,-0.25,0.55
2020-11-20,23:58:15,18,1320,165,2,0,4.9644,0.9481,24.22,1.75,-3.67,98.3,-0.25,0.59
2020-11-20,23:58:24,18,1320,590,6,0,4.9774,0.948,24.22,1.79,-3.51,98.3,-0.25,0.56
2020-11-20,23:58:33,18,1320,1010,10,0,4.971,0.9478,24.24,1.74,-3.13,98.28,-0.25,0.52
2020-11-20,23:58:37,18,1320,1205,12,2,4.9993,0.9475,24.25,1.87,-3.69,98.28,-0.26,0.59
2020-11-20,23:59:44,7,1320,165,2,0,4.9594,0.9481,24.23,1.72,-3.68,98.3,-0.24,0.59
2020-11-20,23:59:53,7,1320,590,6,0,4.9529,0.9482,24.21,1.76,-3.51,98.3,-0.24,0.55
